कृषि उपज,ईकाइ,न्यूनतम,अधिकतम,औसत,cdate,pricetype
चमसूरको साग,के.जी.,25,30,28,03/05/2020,W
तोरीको साग,के.जी.,25,30,28,03/05/2020,W
मेथीको साग,के.जी.,25,30,28,03/05/2020,W
प्याज हरियो,के.जी.,90,100,95,03/05/2020,W
च्याउ(कन्य),के.जी.,80,90,85,03/05/2020,W
च्याउ(डल्ले),के जी,270,280,275,03/05/2020,W
ब्रोकाउली,के.जी.,35,40,38,03/05/2020,W
चुकुन्दर,के.जी.,60,70,65,03/05/2020,W
जिरीको साग,के.जी.,60,70,65,03/05/2020,W
ग्याठ कोबी,के.जी.,30,35,33,03/05/2020,W
सेलरी,के.जी.,420,430,425,03/05/2020,W
पार्सले,के.जी.,420,430,425,03/05/2020,W
सौफको साग,के.जी.,25,30,28,03/05/2020,W
पुदीना,के.जी.,270,280,275,03/05/2020,W
गान्टे मूला,के.जी.,25,30,28,03/05/2020,W
इमली,के.जी.,130,140,135,03/05/2020,W
तामा,के.जी.,110,120,115,03/05/2020,W
तोफु,के.जी.,90,100,95,03/05/2020,W
गुन्दुक,के.जी.,270,280,275,03/05/2020,W
स्याउ(झोले),के.जी.,200,210,205,03/05/2020,W
केरा,दर्जन,80,90,85,03/05/2020,W
कागती,के.जी.,110,120,115,03/05/2020,W
अनार,के.जी.,110,120,115,03/05/2020,W
अंगुर(हरियो),के.जी.,90,100,95,03/05/2020,W
अंगुर(कालो),केजी,140,150,145,03/05/2020,W
सुन्तला(भारतीय),केजी,65,70,68,03/05/2020,W
